model,year,price,type,distance,fuel,tax,miles per galoon,size
14,2019.0,47718.74397568762,2,313.0,2,145.0,31.4,3.5363892141826785
14,2016.0,28650.0,2,9262.0,2,260.0,36.7,3.0
14,2017.0,18775.0,0,19522.0,0,30.0,70.6,2.1
14,2017.0,19498.0,2,29114.0,0,30.0,70.6,2.1
14,2017.0,20745.0,0,23103.0,0,30.0,70.6,2.1
15,2009.88029543607,5980.0,0,60000.0,2,280.0,34.4,1.8
15,2014.0,15990.0,0,43955.0,2,205.0,43.5,1.8
15,2013.0,10698.0,2,66282.0,0,145.0,56.5,2.0
15,2009.88029543607,4890.0,0,46000.0,2,322.02595486019436,28.0,3.5
15,2015.0,14298.0,2,21624.0,0,145.0,56.5,2.0
15,2010.0,7495.0,1,59147.0,2,300.0,36.2,1.8
16,2017.0,30998.0,2,32577.0,0,145.0,45.6,2.2
16,2017.0,31980.0,0,16000.0,0,145.0,44.8,2.1
16,2018.0,19998.0,1,14941.0,0,145.0,46.3,2.1
16,2017.0,27998.0,2,58590.0,0,235.0,44.8,2.2
16,2018.0,20498.0,1,22011.0,0,145.0,46.3,2.1
16,2018.0,19498.0,1,21525.0,0,145.0,46.3,2.1
16,2016.0,17998.0,1,21981.0,0,200.0,46.3,2.1
16,2018.0,32998.0,2,18932.0,0,145.0,45.6,2.2
16,2018.0,20498.0,1,20138.0,0,145.0,46.3,2.1
16,2018.0,20498.0,1,23128.0,0,145.0,46.3,2.1
16,2018.0,20498.0,1,23694.0,0,145.0,46.3,2.1
16,2018.0,35995.0,0,7000.0,0,145.0,45.6,2.2
16,2016.0,26490.0,2,32494.0,0,200.0,45.6,2.2
16,2018.0,19498.0,1,24164.0,0,145.0,46.3,2.1
16,2018.0,20498.0,1,25254.0,0,145.0,46.3,2.1
16,2018.0,20498.0,1,20841.0,0,145.0,46.3,2.1
16,2018.0,20498.0,1,22033.0,0,145.0,46.3,2.1
